timestep,natoms,U_eVatom,PE_eVatom,KE_eVatom,SLE_mean,SLE_std,SLE_q25,SLE_q50,SLE_q75,SLE_iqr,Voro_mean,Voro_q25,Voro_q50,Voro_q75,Voro_iqr,q6_mean,q6_std,q6_q25,q6_q50,q6_q75,q6_iqr,q6knn_mean,vMises_mean,vMises_q25,vMises_q50,vMises_q75,vMises_iqr,system,T,snap,FANC_eVatom,TSLE_eVatom,F0_eVatom,dFraw_eVatom,dFraw_T0_mean,dFres_eVatom
311000,80256,-4.720988789878729,-4.759805767294657,0.03881697741592828,-4.829621653957336,0.0951095570506329,-4.8952,-4.83212,-4.7669775,0.12822249999999968,17.49704223235646,17.2404,17.512,17.7675,0.5270999999999972,0.293389453386117,0.011363772699821665,0.28556953370571136,0.29354408383369446,0.30142469704151154,0.01585516333580017,0.29345205881591274,71616.99772961761,51562.908330780774,68646.38039344846,88450.51590830457,36887.6075775238,alpha-TiAl,300,10,-4.80882399,-0.12485537796456601,-4.596133411914163,-0.21269057808583636,-0.2125885662818252,-0.0001020118040111484
312000,80256,-4.721109044870821,-4.759945538526715,0.03883649365589289,-4.829331932441189,0.09379396393920506,-4.8935224999999996,-4.83127,-4.76751,0.12601249999999986,17.49717718176834,17.244,17.5128,17.7667,0.5227000000000004,0.2932871222155142,0.011364838797509892,0.2855698838829994,0.29338574409484863,0.3013332486152649,0.015763364732265472,0.2932836352268225,71624.80306032812,51806.52533229068,68592.44503526163,88319.01535052419,36512.49001823351,alpha-TiAl,300,11,-4.80882399,-0.1248478880839926,-4.596261156786828,-0.2125628332131715,-0.2125885662818252,2.5733068653721602e-05
313000,80256,-4.720772148268741,-4.7596816221840115,0.03890947391527114,-4.825271798245615,0.09572439577617599,-4.89126,-4.82771,-4.7626475,0.12861250000000002,17.50032800413676,17.245,17.5146,17.7715,0.5264999999999986,0.2933757509276838,0.011419461218311515,0.2855578809976578,0.2935241758823395,0.3015042617917061,0.01594638079404831,0.2933401782717333,71771.66399702843,51801.02442437831,68693.87539702727,88382.51311343232,36581.48868905401,alpha-TiAl,300,12,-4.80882399,-0.1247429254956375,-4.596029222773103,-0.21279476722689683,-0.2125885662818252,-0.0002062009450716218
314000,80256,-4.721070351762311,-4.759807022029506,0.038736670267194726,-4.829227647901715,0.09486903277602304,-4.89457,-4.83205,-4.7669775,0.12759249999999955,17.502444092653505,17.247,17.5163,17.774425,0.5274250000000009,0.2933981201993569,0.0113663775904915,0.2855926379561424,0.2936127483844757,0.30142583698034286,0.01583319902420044,0.293600587540624,71593.2093906388,51747.9284186257,68570.28527924535,88427.80420152027,36679.87578289457,alpha-TiAl,300,13,-4.80882399,-0.12484519212010042,-4.59622515964221,-0.21259883035778948,-0.2125885662818252,-1.0264075964272479e-05
315000,80256,-4.721150244912585,-4.759868108801834,0.03871786388924816,-4.828979552432217,0.09491718141849012,-4.89404,-4.83147,-4.76595,0.12809000000000026,17.497600694029106,17.243,17.51145,17.7687,0.5257000000000005,0.29336231658023526,0.011331393837763876,0.2855953276157379,0.29355578124523163,0.3013058826327324,0.015710555016994476,0.2933499195989506,71553.15206370964,51552.219562591636,68500.03339170109,88449.20623652557,36896.986673933934,alpha-TiAl,300,14,-4.80882399,-0.12483877835607605,-4.596311466556509,-0.2125125234434906,-0.2125885662818252,7.604283833462233e-05
316000,80256,-4.720907344276358,-4.759763064194578,0.038855719918219206,-4.825453067434211,0.09465123483181105,-4.89109,-4.82788,-4.7629775,0.1281125000000003,17.494854903060208,17.2375,17.5089,17.7658,0.528299999999998,0.29344678781068834,0.011384117924656973,0.28564416617155075,0.2936243861913681,0.3014324679970741,0.015788301825523376,0.2934985041749802,71601.12720139134,51641.830538237125,68546.33481740886,88328.57355135081,36686.743013113686,alpha-TiAl,300,15,-4.80882399,-0.12474761166666226,-4.596159732609696,-0.21266425739030392,-0.2125885662818252,-7.569110847871485e-05
317000,80256,-4.721133887975352,-4.7597854834529505,0.03865159547759918,-4.829770774272329,0.09541515803696905,-4.89525,-4.83174,-4.76678,0.12847000000000008,17.49880794457735,17.2433,17.513,17.769,0.525699999999997,0.2932396747758226,0.011370538639030658,0.2854412645101547,0.29338765144348145,0.30124233663082123,0.015801072120666504,0.2934112990045908,71630.41849731978,51785.42991691421,68596.51066551513,88309.58955807089,36524.15964115668,alpha-TiAl,300,16,-4.80882399,-0.12485923302291731,-4.596274654952435,-0.2125493350475649,-0.2125885662818252,3.923123426030628e-05
318000,80256,-4.720857159212284,-4.759786756628788,0.03892959741650344,-4.8248805112390345,0.09450460887189764,-4.8895325,-4.827565,-4.76352,0.12601249999999986,17.49652857231858,17.2419,17.5117,17.7687,0.5267999999999979,0.2934806709286595,0.011352921521318029,0.28576982021331787,0.29363158345222473,0.3015305623412132,0.015760742127895355,0.293553557642587,71713.33375895837,51676.96740467543,68626.22132396948,88691.12147668113,37014.1540720057,alpha-TiAl,300,17,-4.80882399,-0.12473280994402709,-4.596124349268257,-0.21269964073174297,-0.2125885662818252,-0.0001110744499177585
319000,80256,-4.721041886560408,-4.759826365754586,0.03878447919417738,-4.830795636338716,0.09465179585268171,-4.8959624999999996,-4.834115000000001,-4.76893,0.12703249999999944,17.49781646855064,17.240875,17.5139,17.768,0.5271250000000016,0.2931464976110114,0.011341746651827867,0.2854047566652298,0.2932417690753937,0.3012048080563545,0.015800051391124725,0.29320822142478986,71617.1496776692,51744.24408116026,68489.85878453395,88358.3620089844,36614.11792782415,alpha-TiAl,300,18,-4.80882399,-0.12488572775683823,-4.59615615880357,-0.21266783119642962,-0.2125885662818252,-7.926491460441554e-05
320000,80256,-4.720932523944942,-4.759830299541467,0.03889777559652487,-4.827920682316587,0.09300561870605233,-4.8925025,-4.830805,-4.76668,0.12582249999999995,17.49920612913676,17.2464,17.5152,17.7704,0.5239999999999974,0.29335686231891295,0.011349814800348357,0.2855515629053116,0.29354043304920197,0.3014135956764221,0.015862032771110535,0.2933634926611038,71492.80206862504,51664.93035933902,68444.42557589058,88126.48094061598,36461.550581276955,alpha-TiAl,300,19,-4.80882399,-0.12481140444607339,-4.596121119498869,-0.2127028705011309,-0.2125885662818252,-0.00011430421930569423
321000,80256,-4.721060478770504,-4.759834664947169,0.038774186176665296,-4.828143485969896,0.09419337863809349,-4.89298,-4.83095,-4.7661075,0.12687249999999928,17.495841017494023,17.2411,17.5114,17.7675,0.5263999999999989,0.2933452771631243,0.011354460362914976,0.28556812554597855,0.2935728132724762,0.30138009786605835,0.015811972320079803,0.29344640578907516,71676.54451543617,51741.7471994169,68578.5238483074,88364.6120806203,36622.86488120339,alpha-TiAl,300,20,-4.80882399,-0.12481716436607106,-4.596243314404433,-0.21258067559556704,-0.2125885662818252,7.890686258171797e-06
322000,80256,-4.720879714419418,-4.7597744723135955,0.03889475789417863,-4.829897334778709,0.09395994776027125,-4.89495,-4.83296,-4.76789,0.12705999999999928,17.49856311926834,17.2404,17.5149,17.7716,0.5311999999999983,0.29331580618715014,0.011374802830159372,0.2854917272925377,0.29345011711120605,0.3014020100235939,0.015910282731056213,0.2933505747008302,71580.50740685032,51611.01839224512,68609.49242806893,88180.93152611013,36569.91313386501,alpha-TiAl,300,21,-4.80882399,-0.12486250486510116,-4.596017209554317,-0.2128067804456828,-0.2125885662818252,-0.00021821416385758852
323000,80256,-4.721024729450874,-4.75974894051535,0.03872421106447742,-4.827777709330143,0.09540890518454134,-4.89298,-4.830225,-4.76546,0.12751999999999963,17.497434146979668,17.2388,17.5131,17.770125,0.5313249999999989,0.2932203238886785,0.011382785657487739,0.28540854901075363,0.293381467461586,0.30132269114255905,0.01591414213180542,0.29332894409959914,71665.28588917389,51737.8232361757,68649.85098187745,88434.13217144803,36696.30893527233,alpha-TiAl,300,22,-4.80882399,-0.12480770830845844,-4.596217021142415,-0.21260696885758446,-0.2125885662818252,-1.840257575924653e-05
324000,80256,-4.720858853772658,-4.759666075433614,0.038807221660954946,-4.82669683001894,0.09529273666522094,-4.8923625,-4.829965,-4.76474,0.1276225000000002,17.500532867324562,17.2451,17.5157,17.7717,0.5265999999999984,0.29334832114844095,0.011409800467597002,0.2855786979198456,0.29354704916477203,0.30140335857868195,0.015824660658836365,0.2932928851142784,71651.20830027557,51770.39967421093,68679.15089121225,88428.71653309876,36658.31685888783,alpha-TiAl,300,23,-4.80882399,-0.12477976541673652,-4.596079088355921,-0.21274490164407833,-0.2125885662818252,-0.00015633536225312383
