fraction,n_snapshots,n_groups,selected_model,MAE_abs,f_viol,tau,score
0.2,300,15,backbone_ridge,0.0014245151168911186,0.015714285714285715,0.9685714285714285,0.9402124669241744
0.4,600,15,backbone_ridge,0.0013249377625221958,0.013119047619047619,0.9737619047619047,0.9496267398329716
0.6,900,15,backbone_ridge,0.001271798226321497,0.013042328042328043,0.973915343915344,0.9500728097021887
0.8,1200,15,backbone_ridge,0.0012270128331507697,0.012944940476190476,0.974110119047619,0.9505637753700027
1.0,1500,15,backbone_ridge,0.0012009750082738108,0.012584761904761904,0.9748304761904761,0.9519116813456862
