fold,dFres_std_eVatom,dFcorr_oof_std_eVatom,dFres_rms_eVatom,dFcorr_oof_rms_eVatom
0,0.14358398607861825,0.005856147150620673,0.24594165899918216,0.006273141981882088
1,0.14812497008904205,0.006888533189315976,0.2510653896381358,0.007255240529302496
2,0.1460342000579694,0.003085828319724007,0.2485795171314724,0.003082928365837538
