descriptor_stack,k,n_snapshots,median_abs_representation_mismatch_meVatom,mean_abs_representation_mismatch_meVatom,q90_abs_representation_mismatch_meVatom,median_neighbor_target_IQR_meVatom,median_cross_state_neighbor_distance,target_std_meVatom,target_IQR_meVatom
d1_SLE,10,1500,4.736230016307353,4.050621572604601,7.2482758418601065,0.26159317414355066,0.6898473913123561,4.577920693224111,3.582270195626375
d1_SLE,25,1500,4.733171989890803,4.0549697074995885,7.215309274124676,0.251893123736302,0.6984106493762784,4.577920693224111,3.582270195626375
d1_SLE,50,1500,4.698776485774138,4.032447834198568,7.1485754865637405,0.29728140444641726,0.7081971744089396,4.577920693224111,3.582270195626375
d2_SLE_Voro,10,1500,4.698834243926857,4.0021319647635325,7.157050189247832,0.24006392348874597,0.8350738676128964,4.577920693224111,3.582270195626375
d2_SLE_Voro,25,1500,4.638782240858438,3.9893816630146564,7.157848661613587,0.2621248137195664,0.8547574339362571,4.577920693224111,3.582270195626375
d2_SLE_Voro,50,1500,4.624128073030337,3.9764547123841267,7.136099354910184,0.29228164229723463,0.8758695719703489,4.577920693224111,3.582270195626375
d3_SLE_Voro_q6,10,1500,2.032360812860248,2.0441509534461066,3.926903198073637,0.23310986942508272,1.93158948704591,4.577920693224111,3.582270195626375
d3_SLE_Voro_q6,25,1500,1.9632482950591446,2.0193529059212443,3.7949332429661036,0.27121905761878784,1.9659396719738131,4.577920693224111,3.582270195626375
d3_SLE_Voro_q6,50,1500,1.9231722578485801,1.9862222844144533,3.627235752395508,0.30477404728923574,1.9960136199482226,4.577920693224111,3.582270195626375
