evaluation_protocol,method,system,n_snapshots,MAE_absF,RMSE_absF,R2_absF,MAE_dFres,RMSE_dFres,R2_dFres,f_viol_snapshot_pairs,tau_snapshot_pairs,n_snapshot_pairs,within_system_f_viol,within_system_tau,within_system_n_pairs
external_no_retraining,response_only_ti_trained,Al,500,0.009080011831439154,0.011293184247652096,0.962453275489996,0.009080011831438955,0.011293184247651874,0.9929854533579664,0.0,0.8953229620716903,100000,0.0,0.9999999999999999,10
external_no_retraining,temp_only_ti_trained,Al,500,0.013662654225217896,0.01749558644885504,0.9098851762079981,0.013662654225218037,0.017495586448855172,0.9831645864485663,0.0,0.8953229620716903,100000,0.0,0.9999999999999999,10
external_no_retraining,response_only_ti_trained,Cu,500,0.15232481750755608,0.22775739423750765,-10.97055669257772,0.15232481750755594,0.2277573942375076,-1.3548799322799114,0.7,-0.3581291848286761,100000,0.7,-0.39999999999999997,10
external_no_retraining,temp_only_ti_trained,Cu,500,0.004090539729839639,0.004917487981577639,0.9944197199954289,0.004090539729839589,0.0049174879815775995,0.9989022323909618,0.0,0.8953229620716903,100000,0.0,0.9999999999999999,10
